Pair,Session,Interlocutor,Initial time,Transcription,Joint decision,Transcriber
Pair12,1,A,(0:00:33.3),Den ser lidt vred ud.,1,RebekkaR
Pair12,1,B,(0:00:33.9),"Ja, det synes jeg også. Den viser tænder.",1,RebekkaR
Pair12,1,A,(0:00:35.3),"Det kunne godt være ond. Ja, og jeg tænker også øjnene der.",1,RebekkaR
Pair12,1,B,(0:00:38.1),"Ja, og stærk.",1,RebekkaR
Pair12,1,A,(0:00:39.7),"Ja, det er den også. Så den skal i hvert fald dræbes.",1,RebekkaR
Pair12,1,B,(0:00:42.8),"Ja, skal vi prøve 3?",1,RebekkaR
Pair12,1,A,(0:00:43.6),Ja lad os det.,1,RebekkaR
Pair12,1,B,(0:00:54.8),Den er sådan... Neutral.,2,RebekkaR
Pair12,1,A,(0:00:56.8),Tror du det?,2,RebekkaR
Pair12,1,B,(0:00:59.2),Altså i forhold til den anden.,2,RebekkaR
Pair12,1,A,(0:01:00.0),Det lyder rigtigt nok.,2,RebekkaR
Pair12,1,B,(0:01:01.1),Den var jo så heller ikke farlig.,2,RebekkaR
Pair12,1,A,(0:01:03.3),"Denne her den står jo sådan   med hænderne sådan der, som om den er gal over et eller andet. Men om den er farlig af den grund   det er et godt spørgsmål.",2,RebekkaR
Pair12,1,B,(0:01:15.3),Skal vi prøve?,2,RebekkaR
Pair12,1,A,(0:01:16.2),Jeg hænger til 3 eller 4 i hvert fald.,2,RebekkaR
Pair12,1,B,(0:01:17.4),Ja. Skal vi prøve 4?,2,RebekkaR
Pair12,1,A,(0:01:20.1),Ja det kan vi godt.,2,RebekkaR
Pair12,1,A,(0:01:26.4),"Den ser rar ud, dén der.",3,RebekkaR
Pair12,1,B,(0:01:28.5),"Ja, ikke? Skal vi prøve neutral?",3,RebekkaR
Pair12,1,A,(0:01:35.5),"Ja enten så er den neutral, eller også så   den er jo grund så ",3,RebekkaR
Pair12,1,B,(0:01:37.6),Valuable. 2?,3,RebekkaR
Pair12,1,A,(0:01:39.1),Ja.,3,RebekkaR
Pair12,1,B,(0:01:45.4),Okay pletterne  det ved jeg ikke helt. Den kunne godt være 4.,4,RebekkaR
Pair12,1,A,(0:01:49.9),"Ja, det kunne den godt. Jeg vil sige øjnene de ser jo ikke så farlige ud, godt nok, men ",4,RebekkaR
Pair12,1,B,(0:01:56.2),Men er det den samme som den anden?,4,RebekkaR
Pair12,1,A,(0:01:56.8),"Ja det er den samme som den anden   bare med de der pletter. Og jeg vil sige de to første vurderede vi var farlige, og det var de jo så ikke. Så det kan da godt være, at denne her den er det.",4,RebekkaR
Pair12,1,B,(0:02:06.1),"Farlig, men valuable.",4,RebekkaR
Pair12,1,A,(0:02:08.3),Ja. Lad os prøve det.,4,RebekkaR
Pair12,1,A,(0:02:17.1),Så ser den farlig ud igen.,5,RebekkaR
Pair12,1,B,(0:02:18.4),Og så med pletter.,5,RebekkaR
Pair12,1,A,(0:02:19.1),Ja. Jeg har lidt svært ved ikke at sige farlig.,5,RebekkaR
Pair12,1,B,(0:02:27.1),"Ja, ikke? Det tænker jeg også.",5,RebekkaR
Pair12,1,A,(0:02:30.7),"De to andre vi havde, der gik vi bare glip af det der nutrition noget.",5,RebekkaR
Pair12,1,B,(0:02:37.1),3 eller 4.,5,RebekkaR
Pair12,1,A,(0:02:40.3),Skal vi prøve 4'eren igen?,5,RebekkaR
Pair12,1,B,(0:02:51.5),"Den var valuable, ikke?",6,RebekkaR
Pair12,1,A,(0:02:55.2),"Var den kun valuable? Var det ikke den uden pletter, der var det?",6,RebekkaR
Pair12,1,B,(0:02:58.2),"Jeg tror vi trykkede 4, og så var det forkert.",6,RebekkaR
Pair12,1,A,(0:02:59.8),"Det kan godt være, ja.",6,RebekkaR
Pair12,1,B,(0:03:01.4),To.,6,RebekkaR
Pair12,1,A,(0:03:01.8),"Lad os prøve 2 igen, ja.",6,RebekkaR
Pair12,1,B,(0:03:07.7),Den var ingenting. Eller var den valuable? Jeg tror nemlig vi trykkede (?) eller 3.,7,RebekkaR
Pair12,1,A,(0:03:16.8),Ja... Skal vi prøve med valuable igen så?,7,RebekkaR
Pair12,1,A,(0:03:56.5),Den havde de der farlige øjne.,8,RebekkaR
Pair12,1,B,(0:03:56.7),Ja.,8,RebekkaR
Pair12,1,A,(0:03:57.5),Og dengang der var den i hvert fald   der var den valuable.,8,RebekkaR
Pair12,1,B,(0:04:01.6),Ja.,8,RebekkaR
Pair12,1,A,(0:04:12.2),Skal vi prøve... Jeg siger 1 eller 2.,8,RebekkaR
Pair12,1,B,(0:04:18.8),"Ja 1 eller 2, ikk'?",8,RebekkaR
Pair12,1,B,(0:04:27.8),Den grønne af dem der   var den ikke valuable?,9,RebekkaR
Pair12,1,A,(0:04:33.0),Det kan godt være.,9,RebekkaR
Pair12,1,B,(0:04:34.2),"Ej, øjnene er ",9,RebekkaR
Pair12,1,A,(0:04:34.7),"Jeg synes dén der den svarer til den anden, vi havde. Den eneste forskel er, at denne her har pletter. Så spørgsmålet er, om pletterne de betyder noget. Jeg hænger meget over mod valuable   eller begge dele måske.",9,RebekkaR
Pair12,1,B,(0:04:49.1),"Ja. Det er også det, jeg tænker på.",9,RebekkaR
Pair12,1,A,(0:04:54.5),Måske begge dele?,9,RebekkaR
Pair12,1,A,(0:04:59.6),"Så skal vi lige huske på, pletterne de kan noget med farlige.",10,RebekkaR
Pair12,1,B,(0:05:02.4),Dén der den var friendly. Nej.,10,RebekkaR
Pair12,1,A,(0:05:09.0),Ja var det ikke en af de to første?,10,RebekkaR
Pair12,1,B,(0:05:11.9),Var det ikke præcis den samme   eller havde den armene oppe den vi havde før?,10,RebekkaR
Pair12,1,A,(0:05:17.0),Det kan jeg ikke huske. 1 eller 2.,10,RebekkaR
Pair12,1,B,(0:05:20.7),"Ja, ikke?",10,RebekkaR
Pair12,1,A,(0:05:35.1),"Var der ikke et eller andet med de der, der gjorde de farlig? Pletterne?",11,RebekkaR
Pair12,1,B,(0:05:39.6),"Jo, den der   nej var den ikke bare friendly?",11,RebekkaR
Pair12,1,A,(0:05:45.7),Var det ikke en af de første (?),11,RebekkaR
Pair12,1,A,(0:05:52.9),"Dén der   var det ikke den første, vi havde?",12,RebekkaR
Pair12,1,B,(0:05:55.2),Jo.,12,RebekkaR
Pair12,1,A,(0:05:55.5),"Så kan vi rent faktisk finde ud af nu, om der er noget, der går igen.",12,RebekkaR
Pair12,1,B,(0:05:58.4),Den var 2.,12,RebekkaR
Pair12,1,B,(0:06:10.6),Var det den man bare skulle slå ihjel?,13,RebekkaR
Pair12,1,A,(0:06:14.0),Skal vi prøve det?,13,RebekkaR
Pair12,1,A,(0:06:27.0),Var den valuable? Eller er jeg blevet snydt af den en gang før?,14,RebekkaR
Pair12,1,B,(0:06:34.0),Var det ignorer?,14,RebekkaR
Pair12,1,A,(0:06:35.7),Det kan da egentligt godt være. Skal vi prøve?,14,RebekkaR
Pair12,1,B,(0:06:40.4),Prøv det.,14,RebekkaR
Pair12,1,B,(0:06:47.5),Og dem skulle du slå ihjel.,15,RebekkaR
Pair12,1,A,(0:06:48.9),Ja. 3 eller 4?,15,RebekkaR
Pair12,1,A,(0:07:05.3),Dén der...,16,RebekkaR
Pair12,1,B,(0:07:09.2),Var det den vi skulle slå i hjel?,16,RebekkaR
Pair12,1,A,(0:07:09.5),Det tror jeg. Det var i hvert fald min første tanke også.,16,RebekkaR
Pair12,1,B,(0:07:20.9),Dén der: den er valuable.,17,RebekkaR
Pair12,1,A,(0:07:43.8),Det kan vi kan være vi skal prøve sådan at få dem til at sidde fast. Vi kan starte med den der.,18,RebekkaR
Pair12,1,B,(0:07:50.5),Ja.,18,RebekkaR
Pair12,1,A,(0:07:52.8),Fregner og armene oppe og flinke øjne.,18,RebekkaR
Pair12,1,B,(0:07:54.8) ,Ja og blå.,18,RebekkaR
Pair12,1,A,(0:07:58.9),Det er en... Er det en 1'er eller 3'er?,18,RebekkaR
Pair12,1,B,(0:08:02.5),Ja. Prøve 1?,18,RebekkaR
Pair12,1,A,(0:08:09.3),Og det er præcis den samme bare med onde øjne.,19,RebekkaR
