Pair,Session,Interlocutor,Initial time,Transcription,Joint decision,Transcriber
Pair24,1,A,(0:00:36.0),"Jeg tænker at den ser, hvad, farlig ud.",1,RebekkaR
Pair24,1,B,(0:00:38.4),Ja.,1,RebekkaR
Pair24,1,A,(0:00:39.2),Skal vi dræbe den?,1,RebekkaR
Pair24,1,B,(0:00:39.5),Ja.,1,RebekkaR
Pair24,1,B,(0:00:49.2),"Så vi skulle have tappet den der, eller hvad?",2,RebekkaR
Pair24,1,A,(0:00:51.3),"Ja, sådan forstår jeg det.",2,RebekkaR
Pair24,1,B,(0:00:53.8),Så vi skulle have trykket 4?,2,RebekkaR
Pair24,1,A,(0:00:56.2),"Ja, det skulle vi måske. Hvad ville du sige her?",2,RebekkaR
Pair24,1,B,(0:00:59.9),Er det ikke næsten den samme mund?,2,RebekkaR
Pair24,1,A,(0:01:01.7),Jo den skal også dø - eller - nå du ville sige 4 så?,2,RebekkaR
Pair24,1,B,(0:01:04.0),Ja.,2,RebekkaR
Pair24,1,A,(0:01:11.0),Dén der ville jeg sige er en 2'er. Eller hvad? Eller skal vi prøve at slå den ihjel? Indtil videre har vi jo haft forkert alle gangene.,3,RebekkaR
Pair24,1,B,(0:01:20.0),Ja. Måske har det noget med armene at gøre.,3,RebekkaR
Pair24,1,A,(0:01:23.6),Ja.,3,RebekkaR
Pair24,1,A,(0:01:34.9),Denne der har vi jo... Altså armene er der igen.,4,RebekkaR
Pair24,1,B,(0:01:38.3),Ja. Men det er sådan den anden der...,4,RebekkaR
Pair24,1,A,(0:01:39.7),"Ja, den har også øjnene, som er sådan lidt... Valuable eller dø?",4,RebekkaR
Pair24,1,B,(0:01:49.1),Prøv... Prøv på 1.,4,RebekkaR
Pair24,1,B,(0:01:58.7),Når den har armene-,5,RebekkaR
Pair24,1,A,(0:02:01.2),Så er den valuable.,5,RebekkaR
Pair24,1,B,(0:02:01.8),"Ja, det tænker jeg også.",5,RebekkaR
Pair24,1,A,(0:02:02.7),Men så fordi den taget de der -jeg ved ikke om det var øjnene- så skulle den dø.,5,RebekkaR
Pair24,1,B,(0:02:07.2),Mmm.,5,RebekkaR
Pair24,1,A,(0:02:07.7) ,Dén der ville jeg jo bare sige er en 1'er.,5,RebekkaR
Pair24,1,B,(0:02:11.3),Ja.,5,RebekkaR
Pair24,1,A,(0:02:17.6),Armene.,6,RebekkaR
Pair24,1,B,(0:02:17.8),"Den har armene, dén der.",6,RebekkaR
Pair24,1,A,(0:02:18.9),Og den ser glad ud. Er det ikke så en 2'er?,6,RebekkaR
Pair24,1,B,(0:02:21.2),"Jo, prøv det.",6,RebekkaR
Pair24,1,B,(0:02:26.9),Den der er ond.,7,RebekkaR
Pair24,1,A,(0:02:27.6),Ja.,7,RebekkaR
Pair24,1,B,(0:02:28.7),Skal bare dø?,7,RebekkaR
Pair24,1,A,(0:02:31.7),Ja.,7,RebekkaR
Pair24,1,B,(0:02:41.9),Den har de kedelige arme. Altså den har armene fra før af.,8,RebekkaR
Pair24,1,A,(0:02:52.9),"Altså enten så tænker jeg, at den er friendly, eller også er den sådan en dér.",8,RebekkaR
Pair24,1,B,(0:02:56.4),Ja.,8,RebekkaR
Pair24,1,A,(0:02:57.1),Hvad siger du - 1 eller 4?,8,RebekkaR
Pair24,1,B,(0:02:59.9),Prøv at trykke 1.,8,RebekkaR
Pair24,1,B,(0:03:06.0),Så den har armene-,9,RebekkaR
Pair24,1,A,(0:03:06.4),Det er en 2'er.,9,RebekkaR
Pair24,1,B,(0:03:07.6),Ja.,9,RebekkaR
Pair24,1,A,(0:03:13.3),"Øh - 1'er. Den er ikke ond, den her.",10,RebekkaR
Pair24,1,B,(0:03:18.1),Så tryk 1.,10,RebekkaR
Pair24,1,A,(0:03:19.7),Ja. Den er bare blå i stedet for.,10,RebekkaR
Pair24,1,A,(0:03:24.3),Den dræber vi.,11,RebekkaR
Pair24,1,B,(0:03:25.8),Ja.,11,RebekkaR
Pair24,1,A,(0:03:34.9),Den ville jeg også bare sige er en 1'er.,12,RebekkaR
Pair24,1,B,(0:03:36.3),Ja.,12,RebekkaR
Pair24,1,A,(0:03:42.7),Det er en 4'er.,13,RebekkaR
Pair24,1,B,(0:03:43.5),Ja.,13,RebekkaR
Pair24,1,A,(0:03:50.8),Hvad var det - et?,14,RebekkaR
Pair24,1,B,(0:03:52.9),Det er en 1'er eller en 3'er. Næh.,14,RebekkaR
Pair24,1,A,(0:03:56.6),"Jeg tror ikke, den er ond i hvert fald. 1'er eller 2'er.",14,RebekkaR
Pair24,1,B,(0:04:00.1),Ja.,14,RebekkaR
Pair24,1,A,(0:04:01.5),1'er. Den har ikke armene i hvert fald.,14,RebekkaR
Pair24,1,B,(0:04:03.2),Nej nemlig. Så bare 1.,14,RebekkaR
Pair24,1,A,(0:04:10.1),Det er jo en 2'er.,15,RebekkaR
Pair24,1,B,(0:04:10.6),Mmm.,15,RebekkaR
Pair24,1,B,(0:04:17.7),Det var den samme.,16,RebekkaR
Pair24,1,A,(0:04:20.9),"Wow, den har benene. Den har fået tykkere ben.",17,RebekkaR
Pair24,1,B,(0:04:26.9),Er det rigtigt?,17,RebekkaR
Pair24,1,A,(0:04:28.6),Det lod jeg bare mærke til. Skal vi bare prøve en 2'er igen?,17,RebekkaR
Pair24,1,B,(0:04:30.9),Ja prøv det.,17,RebekkaR
Pair24,1,B,(0:04:35.8),Har de ikke altid de samme ben?,18,RebekkaR
Pair24,1,A,(0:04:37.3),"Det tror jeg ikke. Øh, friendly.",18,RebekkaR
Pair24,1,B,(0:04:40.2),Ja.,18,RebekkaR
Pair24,1,A,(0:04:47.1),Den var magen til.,19,RebekkaR
Pair24,1,B,(0:04:48.4),Ja.,19,RebekkaR
Pair24,1,A,(0:04:51.6),Og en 3'er. Den har bare de onde øjne.,20,RebekkaR
Pair24,1,B,(0:04:54.2),Ja.,20,RebekkaR
Pair24,1,A,(0:04:57.2),"Friendly. Så det er ikke øjnene. Der er altså noget mere. Se, nu har den tynde ben.",21,RebekkaR
Pair24,1,B,(0:05:01.8),Ja.,21,RebekkaR
Pair24,1,A,(0:05:04.3),Og dén der det er en 1'er.,21,RebekkaR
Pair24,1,B,(0:05:04.8),Ja.,21,RebekkaR
Pair24,1,A,(0:05:10.5),2'er.,22,RebekkaR
Pair24,1,B,(0:05:11.3),Yes.,22,RebekkaR
Pair24,1,B,(0:05:18.7),Havde vi ikke lige den magen til lige før?,23,RebekkaR
Pair24,1,A,(0:05:20.0),"Jo, hvor de sagde den var friendly. Det er måske fordi, der ikke er de der prikker på.",23,RebekkaR
Pair24,1,B,(0:05:24.0),Når ja. Det kan godt være.,23,RebekkaR
Pair24,1,A,(0:05:25.5),"Nå, vi prøver en 1'er.",23,RebekkaR
Pair24,1,B,(0:05:26.8),Ja.,23,RebekkaR
Pair24,1,B,(0:05:29.3),"Måske er det prikkerne, ja.",24,RebekkaR
Pair24,1,A,(0:05:29.5),Det kan godt ske. Så er dén der også friendly.,24,RebekkaR
Pair24,1,B,(0:05:34.3),Det går jeg ud fra.,24,RebekkaR
Pair24,1,A,(0:05:40.8),"Øh, det samme.",25,RebekkaR
Pair24,1,B,(0:05:41.4),Mmm.,26,RebekkaR
Pair24,1,B,(0:05:47.5),Så må den der være-,26,RebekkaR
Pair24,1,A,(0:05:48.6),Den må vi dræbe.,26,RebekkaR
Pair24,1,B,(0:05:49.4),Mmm.,26,RebekkaR
Pair24,1,A,(0:05:54.9),Dén der den må fandme være ond.,27,RebekkaR
Pair24,1,B,(0:05:56.4),Ja-,27,RebekkaR
Pair24,1,A,(0:05:56.9),Der har prikkerne og de onde øjne.,27,RebekkaR
Pair24,1,B,(0:05:59.1),Ja.,27,RebekkaR
Pair24,1,A,(0:05:59.5),"Så man skal have begge dele, måske.",27,RebekkaR
Pair24,1,A,(0:06:04.5),Så dén der den er friendly.,28,RebekkaR
Pair24,1,B,(0:06:05.3),Ja.,28,RebekkaR
Pair24,1,A,(0:06:11.5),Det er en 4'er.,29,RebekkaR
Pair24,1,B,(0:06:11.7),"Ja, det tænker jeg også.",29,RebekkaR
Pair24,1,B,(0:06:15.4),Så prikkerne og de onde øjne - så er den crazy.,30,RebekkaR
Pair24,1,A,(0:06:25.0),"Det er en, hvad, 2'er.",31,RebekkaR
Pair24,1,B,(0:06:25.8),Ja.,31,RebekkaR
Pair24,1,A,(0:06:30.9),Samme.,32,RebekkaR
Pair24,1,B,(0:06:31.6),Mm-hmm.,32,RebekkaR
Pair24,1,B,(0:06:37.6),4'er. ,33,RebekkaR
Pair24,1,A,(0:06:39.0),Jamen prikker-,33,RebekkaR
Pair24,1,B,(0:06:39.3),"Nej okay, det er rigtigt nok.",33,RebekkaR
Pair24,1,A,(0:06:41.8),2'er eller en 4'er. Nu siger vi 2.,33,RebekkaR
Pair24,1,B,(0:06:46.2),Ja.,33,RebekkaR
Pair24,1,A,(0:06:52.1),Friendly.,34,RebekkaR
Pair24,1,B,(0:06:53.3),Ja.,34,RebekkaR
Pair24,1,B,(0:06:59.2),4'er.,35,RebekkaR
Pair24,1,A,(0:06:59.5),"Og det er en 4'er, ja.",35,RebekkaR
Pair24,1,B,(0:07:06.4),To.,36,RebekkaR
Pair24,1,A,(0:07:12.7),To?,37,RebekkaR
Pair24,1,B,(0:07:13.8),Mm-hmm.,37,RebekkaR
Pair24,1,A,(0:07:19.1),To.,38,RebekkaR
Pair24,1,B,(0:07:19.5),Yes.,38,RebekkaR
Pair24,1,A,(0:07:25.0),Samme.,39,RebekkaR
