Pair,Session,Interlocutor,Initial time,Transcription,Joint decision,Transcriber
Pair13,1,A,(0:00:30.9),"Okay. Så den der  hvis de havde sådan en jelly altså var det prikkerne, eller hvad?",1,RebekkaR
Pair13,1,B,(0:00:39.4),Nej. Altså er det ikke bare sådan... Jeg tror bare det er vores egen vurdering hver gang. Jeg tænker selvfølgelig 1 eller 2.,1,RebekkaR
Pair13,1,A,(0:01:00.3),Ja.,1,RebekkaR
Pair13,1,B,(0:01:01.4),"Vi kan også bare sige, at hver gang vi får et monster så siger vi bare et tal, og så hvis vi er enige så trykker vi. Hvis vi er uenige så prøver vi at snakke om det.",1,RebekkaR
Pair13,1,A,(0:01:10.3),Okay.,1,RebekkaR
Pair13,1,B,(0:01:11.8),Så hvad siger du?,1,RebekkaR
Pair13,1,A,(0:01:16.6),Altså... Jeg har glemt hvad de var.,1,RebekkaR
Pair13,1,B,(0:01:22.8),"Dén der er, altså, hvor vi ikke gør noget ved den.",1,RebekkaR
Pair13,1,A,(0:01:29.5),"Men er det der, hvor den har tingen eller har den den ikke?",1,RebekkaR
Pair13,1,B,(0:01:31.9),Nej der har den ikke noget jelly.,1,RebekkaR
Pair13,1,A,(0:01:36.8),"Okay, så tror jeg, det er den.",1,RebekkaR
Pair13,1,B,(0:01:57.4),Jeg siger 3. Hvad siger du?,2,RebekkaR
Pair13,1,A,(0:02:01.1),"Fordi den har muskler, eller?",2,RebekkaR
Pair13,1,B,(0:02:06.1),Ja.,2,RebekkaR
Pair13,1,A,(0:02:12.7),Havde den anden egentlig tænder?,2,RebekkaR
Pair13,1,B,(0:02:15.3),Ja. Der var ikke nogen åben mund.,2,RebekkaR
Pair13,1,A,(0:02:17.3),Okay. Så det har ikke noget med det at gøre.,2,RebekkaR
Pair13,1,B,(0:02:19.8),To? Eller? Det kunne jeg måske godt tænke alligevel.,2,RebekkaR
Pair13,1,A,(0:02:29.7),Jeg bestemte før...,2,RebekkaR
Pair13,1,B,(0:02:38.5),Den er slightly grimmere.,3,RebekkaR
Pair13,1,A,(0:02:38.7),Den ser lidt mere ond ud.,3,RebekkaR
Pair13,1,B,(0:02:45.1),Tre.,3,RebekkaR
Pair13,1,A,(0:02:48.5),"Som i, at den kun er ond, og ikke har ingenting?",3,RebekkaR
Pair13,1,B,(0:02:52.3),Ja. Er du enig?,3,RebekkaR
Pair13,1,A,(0:02:54.4),Jaja.,3,RebekkaR
Pair13,1,B,(0:03:05.2),Tre.,4,RebekkaR
Pair13,1,A,(0:03:07.0),Seriøst?,4,RebekkaR
Pair13,1,B,(0:03:07.4),Nej. 1.,4,RebekkaR
Pair13,1,A,(0:03:20.8),"Eller 2, hvis prikkerne nu faktisk er jelly.",4,RebekkaR
Pair13,1,B,(0:03:32.3),"Ja. Det kunne jo godt være. Okay, ny strategi: hver gang siger vi to tal. Næste gang så siger vi bare to tal hver. Og så hvis der er et tal, der overlapper ",4,RebekkaR
Pair13,1,A,(0:03:46.9),Hvad så hvis vi har fire at vælge imellem?,4,RebekkaR
Pair13,1,B,(0:03:49.6),"Ja, så... Men okay, vi siger 2 her.",4,RebekkaR
Pair13,1,A,(0:03:58.2),Så prikker er ikke lig med jelly.,5,RebekkaR
Pair13,1,B,(0:04:04.2),Har vi ikke haft ham her? Der skulle vi have trykket 4.,5,RebekkaR
Pair13,1,A,(0:04:07.5),Ja.,5,RebekkaR
Pair13,1,B,(0:04:09.0),Skal jeg prøve?,5,RebekkaR
Pair13,1,A,(0:04:11.7),"Ja, den ligner lidt den anden.",5,RebekkaR
Pair13,1,A,(0:04:22.3),Den er i hvert fald også 3 eller 4   men øjnene.,6,RebekkaR
Pair13,1,B,(0:04:26.1),Jeg siger 3. Eller 4 også. Altså skal vi prøve at køre efter det der med fregner   så siger vi der er jelly ,6,RebekkaR
Pair13,1,A,(0:04:52.4),"Men det var jo det, vi fik lige bekræftet før, at det ikke var. Fordi der var jo en, som havde prikker, hvor vi sagde 2. Men det var fejl.",6,RebekkaR
Pair13,1,B,(0:05:01.0),Det er rigtig nok. Hvad siger du?,6,RebekkaR
Pair13,1,A,(0:05:13.8),3 eller 4.,6,RebekkaR
Pair13,1,B,(0:05:16.3),"Okay, jeg tager... 3.",6,RebekkaR
Pair13,1,B,(0:05:39.1),Altså det er den samme ,7,RebekkaR
Pair13,1,A,(0:05:44.2),Altså den har tynde arme. Den havde den anden ikke.,7,RebekkaR
Pair13,1,B,(0:05:45.6),"Nej. Så bare dræb. Er den ikke ond, den der?",7,RebekkaR
Pair13,1,A,(0:05:52.8),Altså det ville jeg jo sige ud fra øjnene. Men den før den var det jo ikke   selvom den også havde sådan nogle øjne.,7,RebekkaR
Pair13,1,B,(0:05:59.3),Okay.,7,RebekkaR
Pair13,1,A,(0:06:04.3),"Men, altså, mit umiddelbare indtryk er, at den er ond.",7,RebekkaR
Pair13,1,B,(0:06:11.7),Ja. Vi siger 3. Ikk'? Eller 4?,7,RebekkaR
Pair13,1,A,(0:06:21.6),"Ja. Øh. Var det allerførste, du sagde? 3 eller 4? Kan du huske det?",7,RebekkaR
Pair13,1,B,(0:06:28.2),3. Jeg hælder mest til 3.,7,RebekkaR
Pair13,1,A,(0:06:30.1),"Yes, okay.",7,RebekkaR
Pair13,1,B,(0:06:36.4),Der er store øjne der. Og ellers så er det det samme som før.,8,RebekkaR
Pair13,1,A,(0:06:43.1),"Ja. Jeg synes der er noget med øjnene, ligesom. Der gør, at den ikke ser specielt ond ud.",8,RebekkaR
Pair13,1,B,(0:07:00.1),"Skal vi  altså hvad skete der før, da vi trykkede  eller da vi havde en god én   en der så venlig ud med fregner, og vi trykkede 2. Så var det så, at der ikke var noget.",8,RebekkaR
Pair13,1,A,(0:07:10.0),Ja.,8,RebekkaR
Pair13,1,B,(0:07:10.6),"Ja. Så skal vi sige: hvis den ser venlig ud og har fregner, så trykker vi 1. Bare for at se, om fregner er lig med ikke at have jelly. Og måske omvendt ved de onde.",8,RebekkaR
Pair13,1,A,(0:07:29.8),Lad os prøve.,8,RebekkaR
Pair13,1,B,(0:07:45.3),"Den er ond nu, eller?",9,RebekkaR
Pair13,1,A,(0:07:49.9),Ja altså det synes jeg.,9,RebekkaR
Pair13,1,B,(0:07:53.6),Og den har ikke fregner.,9,RebekkaR
Pair13,1,A,(0:07:59.2),Nej.,9,RebekkaR
Pair13,1,B,(0:08:05.0),Så en 3'er?,9,RebekkaR
Pair13,1,A,(0:08:11.1),Øh... Ja.,9,RebekkaR
Pair13,1,B,(0:08:21.5),"Den har vi jo set før, ikke? Og der trykkede vi jo 1.",10,RebekkaR
Pair13,1,A,(0:08:25.3),Ja.,10,RebekkaR
Pair13,1,B,(0:08:25.6),Var det ikke 2 bare lige for to gange siden?,10,RebekkaR
Pair13,1,A,(0:08:27.3),Jo.,10,RebekkaR
Pair13,1,A,(0:08:33.2),Er det ikke den samme?,11,RebekkaR
Pair13,1,B,(0:08:34.8),Jo.,11,RebekkaR
Pair13,1,B,(0:08:41.1),Så 2... Altså skal vi prøve at køre efter den med fregnerne?,12,RebekkaR
Pair13,1,A,(0:08:45.3),Bare sådan lige for sjov.,12,RebekkaR
Pair13,1,B,(0:08:46.4),Ja. Så kan vi (?) at der er jelly. Og den er venlig.,12,RebekkaR
Pair13,1,A,(0:08:49.2),Okay.,12,RebekkaR
Pair13,1,A,(0:08:52.9),"Så prikkerne de er fuldstændig random, kan vi hermed konkludere.",13,RebekkaR
Pair13,1,B,(0:08:55.9),"Okay, hvad med noget med muskler?",13,RebekkaR
Pair13,1,A,(0:08:58.3),"Ja... Der var en, som havde de der øjne, som jeg syntes var træls, men som havde sådan der. Men, øh, det kan være den har jelly i musklerne.",13,RebekkaR
Pair13,1,B,(0:09:20.6),Altså skal vi ikke lige prøve lige at undersøge det. Er den der så venlig eller ond?,13,RebekkaR
Pair13,1,A,(0:09:29.7),Venlig.,13,RebekkaR
Pair13,1,B,(0:09:36.1),Ond og... Stærk. Så 4?,14,RebekkaR
Pair13,1,A,(0:09:40.4),"Ja, lad os prøve det.",14,RebekkaR
Pair13,1,A,(0:09:43.8),Så der er ikke jelly i musklerne.,15,RebekkaR
Pair13,1,B,(0:10:17.5),Så stærk og god er lig med 2.,15,RebekkaR
Pair13,1,A,(0:10:22.2),Ja.,15,RebekkaR
Pair13,1,B,(0:10:30.6),God og slap er lig med 1.,16,RebekkaR
Pair13,1,A,(0:10:33.4),Ja.,16,RebekkaR
Pair13,1,B,(0:10:40.0),God og slap   er lig med 1.,17,RebekkaR
Pair13,1,A,(0:10:42.1),Ja.,17,RebekkaR
Pair13,1,B,(0:10:50.9),Jeg synes bare de der øjne der har forvirret os før.,18,RebekkaR
Pair13,1,A,(0:10:54.2),Ja. Så skal vi prøve at sige 2 selvom hvis de ser onde ud?,18,RebekkaR
Pair13,1,B,(0:11:07.7),"Det er så en 2'er, ikk'?",19,RebekkaR
Pair13,1,A,(0:11:09.2),Ja.,19,RebekkaR
Pair13,1,B,(0:11:15.4),En 4'er?,20,RebekkaR
Pair13,1,A,(0:11:15.7),Ja.,20,RebekkaR
Pair13,1,A,(0:11:48.3),"Men før da der var sådan en, som så lige sådan ud, som vi lige havde, der sagde vi 2 og det var også fejl.",21,RebekkaR
Pair13,1,B,(0:12:01.2),"Okay næste gang vi får en, hvor vi siger 4, så prøver vi at trykke 3 og ser, hvad der sker. Nå, god og slap.",21,RebekkaR
Pair13,1,A,(0:12:07.6),"Ja, det er en 1.",21,RebekkaR
Pair13,1,B,(0:12:15.0),"Ond og slap. Så ville jeg jo tænke 3, ikke? Men det er så det, der har forvirret os før. Skal vi bare prøve at trykke 4 og se, hvad der sker?",22,RebekkaR
Pair13,1,A,(0:12:27.9),Ja.,22,RebekkaR
Pair13,1,B,(0:12:52.5),Ond og stærk   lig med 4. Altså onde øjne og stærk er lig med 4.,23,RebekkaR
Pair13,1,A,(0:12:57.9),Ja.,23,RebekkaR
Pair13,1,B,(0:13:06.1),"Jeg ved ikke, om det er så er fordi, at den var  om vi skulle have trykket 2 der. Men når de er onde, så skal vi da også dræbe dem.",24,RebekkaR
Pair13,1,A,(0:13:19.8),Ja.,24,RebekkaR
Pair13,1,B,(0:13:27.0),Nå. Men denne her det er en 3'er.,24,RebekkaR
Pair13,1,A,(0:13:30.1),Ja.,24,RebekkaR
Pair13,1,B,(0:13:36.7),"Skal vi prøve at trykke 2 her? Bare for at se, hvad der sker.",25,RebekkaR
Pair13,1,A,(0:13:41.4),Ja.,25,RebekkaR
Pair13,1,A,(0:13:48.7),En.,26,RebekkaR
Pair13,1,B,(0:13:49.4),Ja.,26,RebekkaR
Pair13,1,A,(0:13:55.4),To.,27,RebekkaR
Pair13,1,B,(0:14:00.9),To.,28,RebekkaR
Pair13,1,A,(0:14:01.7),Ja.,28,RebekkaR
Pair13,1,A,(0:14:06.2),Det er den samme.,29,RebekkaR
Pair13,1,B,(0:14:07.1),To.,29,RebekkaR
Pair13,1,A,(0:14:13.1),En.,30,RebekkaR
Pair13,1,B,(0:14:13.3),En.,30,RebekkaR
Pair13,1,A,(0:14:20.0),"Så har vi sådan en igen. Hvad skal vi stille op med den? Vi har i hvert fald mere eller mindre konkludert, at der er jelly i armene.",31,RebekkaR
Pair13,1,B,(0:14:35.9),"Ja. Det er der i hvert fald ved de gode, ikke?",31,RebekkaR
Pair13,1,A,(0:14:39.1),Ja.,31,RebekkaR
Pair13,1,B,(0:14:40.0),"Skal vi prøve at trykke på 4? Vi har jo også trykket på 3, ikke, hvor der stod vi skulle trykke på 4.",31,RebekkaR
Pair13,1,A,(0:14:48.7),Ja.,31,RebekkaR
Pair13,1,B,(0:14:50.4),Vi har ikke trykket på 1.,31,RebekkaR
Pair13,1,A,(0:14:51.7),"Ej, men det... Nej men der har jo også stået på dem allesammen: du glemte at få den der valuable halløj.",31,RebekkaR
Pair13,1,B,(0:15:12.8),En 1'er.,32,RebekkaR
Pair13,1,A,(0:15:16.4),Jeg forstår heller ikke det der random; nogle gange så er det dén der og nogle så er det dén der. Det er ret underligt.,33,RebekkaR
Pair13,1,B,(0:15:23.1),"Den har vi da ikke fået forklaret, den forskel.",33,RebekkaR
Pair13,1,A,(0:15:25.2),"Næh. Altså skal vi spørge? Hun sagde vi kunne spørge, hvis vi var i tvivl om noget.",33,RebekkaR
Pair13,1,B,(0:15:30.5),"Ja. Ja, lad os lige få det med.",33,RebekkaR
Pair13,1,B,(0:17:02.5),"Det er så en 3'er, ikk'?",37,RebekkaR
Pair13,1,A,(0:17:03.9),Ja.,37,RebekkaR
Pair13,1,B,(0:17:23.3),Det er så en 3'er.,40,RebekkaR
