Pair,Session,Interlocutor,Initial time,Transcription,Joint decision,Transcriber
Pair21,1,A,(0:00:50.0),"Den ser lidt ond ud, gør den ikke?",1,RebekkaR
Pair21,1,B,(0:00:51.4),Jo. Er det en 3'er?,1,RebekkaR
Pair21,1,A,(0:00:54.1),Det kan godt være en 3'er.,1,RebekkaR
Pair21,1,A,(0:01:01.3),Det tror jeg er en 4'er.,2,RebekkaR
Pair21,1,B,(0:01:03.1),Prøv.,2,RebekkaR
Pair21,1,B,(0:01:13.7),Prøv en 3'er igen.,3,RebekkaR
Pair21,1,A,(0:01:21.1),Den ser god ud...,4,RebekkaR
Pair21,1,B,(0:01:22.7),"Lidt godt ud, ja.",4,RebekkaR
Pair21,1,A,(0:01:28.4),Skal vi prøve 1'eren?,4,RebekkaR
Pair21,1,B,(0:01:30.0),"Jamen prøv 2'eren, fordi den var grøn.",4,RebekkaR
Pair21,1,A,(0:01:31.2),Tror du det er et trick?,4,RebekkaR
Pair21,1,B,(0:01:31.6),"Jamen den er grøn ligesom den anden vi trøde var ond, men den var nemlig god.",4,RebekkaR
Pair21,1,A,(0:01:35.7),Det er rigtigt.,4,RebekkaR
Pair21,1,B,(0:01:53.2),"Jeg ved slet ikke, hvordan man skal vurdere det. Bare tryk et eller andet. Øh, 1.",5,RebekkaR
Pair21,1,A,(0:02:04.6),Et? Skal vi prøve?,6,RebekkaR
Pair21,1,B,(0:02:05.2),Ja.,6,RebekkaR
Pair21,1,B,(0:02:10.0),"Prøv at blive ved med at trykke 1 så, fordi hvis der på et tidspunkt ",7,RebekkaR
Pair21,1,B,(0:02:12.6)," ja, og den var grøn.",8,RebekkaR
Pair21,1,A,(0:02:17.9),Fire?,8,RebekkaR
Pair21,1,B,(0:02:18.5),Ja.,8,RebekkaR
Pair21,1,A,(0:02:30.8),Kill?,10,RebekkaR
Pair21,1,B,(0:02:31.4),Ja.,10,RebekkaR
Pair21,1,A,(0:02:40.6),Skal vi prøve 1?,11,RebekkaR
Pair21,1,B,(0:02:40.9),"Ja, prøv 1'eren.",11,RebekkaR
Pair21,1,B,(0:02:45.7),Jamen man får så at vide...,12,RebekkaR
Pair21,1,A,(0:02:47.3),"Man får ikke at vide, hvad der er den rigtige. Det er lidt problemet, så jeg ved ikke, om der er nogen sammenhæng.",12,RebekkaR
Pair21,1,B,(0:02:53.5),"Jamen jeg synes bare der stod, at den var destructive and nutritious.",12,RebekkaR
Pair21,1,A,(0:03:01.9),Nå okay.,12,RebekkaR
Pair21,1,B,(0:03:04.9),Ja. Prøv en 3'er.,12,RebekkaR
Pair21,1,A,(0:03:12.7),3'er.,13,RebekkaR
Pair21,1,B,(0:03:13.6),Ja.,13,RebekkaR
Pair21,1,A,(0:03:16.3),Så det var grøn og plettet og ustærk. Det var 3. Grøn og plettet og stærk er måske 4 så.,14,RebekkaR
Pair21,1,B,(0:03:25.2),Prøv.,14,RebekkaR
Pair21,1,A,(0:03:30.8),Tre.,15,RebekkaR
Pair21,1,B,(0:03:31.0),Tre.,15,RebekkaR
Pair21,1,A,(0:03:36.8),"Blå, plettet, ustærk. Kill?",16,RebekkaR
Pair21,1,B,(0:03:41.1),Ja.,16,RebekkaR
Pair21,1,A,(0:03:41.4),Eller ignore måske?,16,RebekkaR
Pair21,1,B,(0:03:43.1),"Øhm... Det kunne godt være kill, for den har også pletter.",16,RebekkaR
Pair21,1,B,(0:03:48.2),Så dem med pletter er måske nogle ,17,RebekkaR
Pair21,1,A,(0:03:49.7)," værre nogle, ja.",17,RebekkaR
Pair21,1,B,(0:03:53.1),Måske en 4'er?,17,RebekkaR
Pair21,1,A,(0:03:59.6),En 2'er?,18,RebekkaR
Pair21,1,B,(0:04:02.2),"Ja... Øhm. Den, der var 4'er før, var den ikke grøn og stærk?",18,RebekkaR
Pair21,1,A,(0:04:08.4),Jo. Og plettet.,18,RebekkaR
Pair21,1,B,(0:04:10.0),"Når, ja.",18,RebekkaR
Pair21,1,A,(0:04:11.4),Men vi kan godt prøve 4   skal vi det?,18,RebekkaR
Pair21,1,B,(0:04:20.4),Et?,19,RebekkaR
Pair21,1,B,(0:04:24.3),Blå og ustærk.,20,RebekkaR
Pair21,1,A,(0:04:26.6),Mmm. Grøn og ustærk   skal vi prøve 1?,20,RebekkaR
Pair21,1,B,(0:04:27.5),Ja.,20,RebekkaR
Pair21,1,A,(0:04:34.3),"Fire, ikke?",21,RebekkaR
Pair21,1,B,(0:04:35.1),Jo.,21,RebekkaR
Pair21,1,A,(0:04:41.6),Tre.,22,RebekkaR
Pair21,1,B,(0:04:43.7),"Jamen den var jo den, der var grøn, plettet og ustærk.",22,RebekkaR
Pair21,1,A,(0:04:46.5),Det er rigtigt.,22,RebekkaR
Pair21,1,B,(0:04:47.8),Så prøv en 4'er igen måske.,22,RebekkaR
Pair21,1,A,(0:04:55.0),Var det ikke en 2'er?,23,RebekkaR
Pair21,1,B,(0:04:55.4),Jo.,23,RebekkaR
Pair21,1,A,(0:05:02.8),En 3'er?,24,RebekkaR
Pair21,1,B,(0:05:03.3),Ja.,24,RebekkaR
Pair21,1,A,(0:05:09.0),Et.,25,RebekkaR
Pair21,1,B,(0:05:09.1),Et.,25,RebekkaR
Pair21,1,A,(0:05:15.7),Tre.,26,RebekkaR
Pair21,1,B,(0:05:15.9),"Det var den, der ikke var 3. Vi har lige haft den plettet og ustærke der. Så enten 4 eller 2 måske.",26,RebekkaR
Pair21,1,A,(0:05:24.3),To? Den er jo ikke stærk.,26,RebekkaR
Pair21,1,B,(0:05:29.1),Prøv 4 så.,26,RebekkaR
Pair21,1,A,(0:05:35.1),Et.,27,RebekkaR
Pair21,1,B,(0:05:36.4),Ja.,27,RebekkaR
Pair21,1,B,(0:05:43.3),Fire.,28,RebekkaR
Pair21,1,A,(0:05:49.7),Et.,29,RebekkaR
Pair21,1,B,(0:05:50.6),Ja.,29,RebekkaR
Pair21,1,B,(0:05:54.1),Hvad er fællestrækkene ved 1'erne så?,30,RebekkaR
Pair21,1,A,(0:05:55.5),"Det er, at den er ustærk og den ikke er plettet.",30,RebekkaR
Pair21,1,B,(0:05:57.7),Okay.,30,RebekkaR
Pair21,1,A,(0:06:00.0),"Hvis den er uplettet og stærk   er det så en 2'er? Før sagde vi 4, tror jeg.",30,RebekkaR
Pair21,1,B,(0:06:04.2),"Ja, prøv en 2'er.",30,RebekkaR
Pair21,1,A,(0:06:09.4),2 igen?,31,RebekkaR
Pair21,1,B,(0:06:09.9),Ja.,31,RebekkaR
Pair21,1,B,(0:06:14.6),Og det er 3.,32,RebekkaR
Pair21,1,A,(0:06:25.3),Var det 2?,33,RebekkaR
Pair21,1,B,(0:06:28.4),"Ja, stærk og uplettet.",33,RebekkaR
Pair21,1,A,(0:06:35.8),"Et, ikke?",34,RebekkaR
Pair21,1,B,(0:06:37.1),"Øh, jo.",34,RebekkaR
Pair21,1,A,(0:06:44.9),Var det en 3'er?,35,RebekkaR
Pair21,1,B,(0:06:45.5),Jo.,35,RebekkaR
Pair21,1,B,(0:06:52.5),"Måske er det noget med, at den skal være grøn? Nej, jeg ved det ikke.",36,RebekkaR
Pair21,1,A,(0:06:55.1),"Jamen vi kan jo prøve at se, om det er fordi den skal være grøn.",36,RebekkaR
Pair21,1,B,(0:06:59.9),Så 3'erne er grønne.,37,RebekkaR
Pair21,1,A,(0:07:00.9),"Ja. Når den er stærk   så er det så 4, ikke?   og plettet.",37,RebekkaR
Pair21,1,B,(0:07:06.5),Jo.,37,RebekkaR
Pair21,1,B,(0:07:12.1),"Og det er jo den, der ikke var en 3'er.",38,RebekkaR
Pair21,1,A,(0:07:14.2),Fordi den ikke er grøn. Så er den bare 1? Eller 2?,38,RebekkaR
Pair21,1,B,(0:07:17.7),"Jamen jeg kan godt forestille mig, at den var 2, måske.",38,RebekkaR
Pair21,1,B,(0:07:25.7),Uplettet og stærk. Prøv 2.,39,RebekkaR
Pair21,1,A,(0:07:35.0),Et?,40,RebekkaR
Pair21,1,B,(0:07:35.7),Ja.,40,RebekkaR
Pair21,1,A,(0:07:42.6),"Fire, ikke?",41,RebekkaR
Pair21,1,B,(0:07:44.5),"Øh, jo.",41,RebekkaR
Pair21,1,B,(0:07:51.1),Stærk og uglad   var det ikke en 2'er?,42,RebekkaR
Pair21,1,A,(0:07:52.8),Jo.,42,RebekkaR
Pair21,1,A,(0:07:57.9),Tre.,43,RebekkaR
Pair21,1,B,(0:07:58.4),Ja. Den var grøn.,43,RebekkaR
Pair21,1,B,(0:08:03.0),Jeg forstår ikke 3'erne. Fordi dén der var da både grøn og pletterne og ,44,RebekkaR
Pair21,1,A,(0:08:07.3),Ja. 2? Eller 1?,44,RebekkaR
Pair21,1,B,(0:08:10.2),Ja... 1'eren måske.,44,RebekkaR
Pair21,1,A,(0:08:17.9),Fire?,45,RebekkaR
Pair21,1,B,(0:08:19.3),Stærk og plettet. Ja.,45,RebekkaR
Pair21,1,A,(0:08:25.8),Var det 2?,46,RebekkaR
Pair21,1,B,(0:08:27.4),... Et.,46,RebekkaR
Pair21,1,A,(0:08:28.7),Men den er stærk.,46,RebekkaR
Pair21,1,B,(0:08:30.7),"Når, den er rigtigt   2'eren.",46,RebekkaR
Pair21,1,A,(0:08:37.8),Og tre?,47,RebekkaR
Pair21,1,B,(0:08:40.1),"Ja, prøv det.",47,RebekkaR
Pair21,1,B,(0:08:46.9),Et...,48,RebekkaR
Pair21,1,B,(0:08:53.3),Et igen.,49,RebekkaR
Pair21,1,A,(0:09:00.1),Fire.,50,RebekkaR
Pair21,1,B,(0:09:01.3),Ja.,50,RebekkaR
Pair21,1,B,(0:09:07.2),1'eren.,51,RebekkaR
Pair21,1,A,(0:09:13.7),To. Måske.,52,RebekkaR
Pair21,1,B,(0:09:15.6),Ja. Det tror jeg er rigtigt.,52,RebekkaR
Pair21,1,B,(0:09:21.0),Er det ikke også 2 igen?,53,RebekkaR
Pair21,1,A,(0:09:24.3),Det kunne også være en dræb og tap.,53,RebekkaR
Pair21,1,B,(0:09:27.2),Ja det er enten 2 eller 4. Prøv 4.,53,RebekkaR
Pair21,1,B,(0:09:35.7),Det er en 2'er.,54,RebekkaR
Pair21,1,B,(0:09:41.3),Et.,55,RebekkaR
Pair21,1,A,(0:09:48.0),Skal vi prøve 3'eren?,56,RebekkaR
Pair21,1,B,(0:09:49.0),Ja.,56,RebekkaR
Pair21,1,A,(0:09:53.9),To?,57,RebekkaR
Pair21,1,B,(0:09:55.2),Ja.,57,RebekkaR
Pair21,1,B,(0:10:01.3),"Et... Nej, den har også pletter.",58,RebekkaR
Pair21,1,A,(0:10:03.8),Ja. Vi prøver en 3'er.,58,RebekkaR
Pair21,1,B,(0:10:06.2),Ja.,58,RebekkaR
Pair21,1,B,(0:10:09.1),Så 3'eren er et mix mellem 1 og 4.,59,RebekkaR
Pair21,1,A,(0:10:11.6),Ja.,59,RebekkaR
Pair21,1,B,(0:10:13.7),Og det er en 2'er.,59,RebekkaR
Pair21,1,A,(0:10:20.5),To?,60,RebekkaR
Pair21,1,B,(0:10:21.4),Jo.,60,RebekkaR
Pair21,1,B,(0:10:26.3),Et.,61,RebekkaR
Pair21,1,A,(0:10:32.0),To? Eller 4?,62,RebekkaR
Pair21,1,B,(0:10:33.8),"Fire, ja.",62,RebekkaR
Pair21,1,A,(0:10:38.6),Fire?,63,RebekkaR
Pair21,1,B,(0:10:39.5),Ja.,63,RebekkaR
Pair21,1,A,(0:10:41.2),"Hvad var forskellen på dén og den, der var lige før det?",64,RebekkaR
Pair21,1,B,(0:10:43.8),Grøn og blå.,64,RebekkaR
Pair21,1,A,(0:10:45.5),"Når, okay. Er det ikke 1?",64,RebekkaR
Pair21,1,B,(0:10:48.4),Jo.,64,RebekkaR
Pair21,1,A,(0:10:55.4),To.,65,RebekkaR
Pair21,1,B,(0:10:55.8),"2, ja.",65,RebekkaR
Pair21,1,B,(0:11:01.7),Et.,66,RebekkaR
Pair21,1,A,(0:11:08.3),"Et, ikke?",67,RebekkaR
Pair21,1,B,(0:11:08.6),Jo.,67,RebekkaR
