Pair,Session,Interlocutor,Initial time,Transcription,Joint decision,Transcriber
Pair10,1,A,(0:00:42.9),Jeg tror den er dårlig.,1,Rebekka R
Pair10,1,B,(0:00:43.8),"Ja. Den virker dårlig. Men har den den der dims? Jeg tænker, de der pletter måske kunne betyde noget. Eller skal vi kill it?",1,Rebekka R
Pair10,1,A,(0:00:52.4),Ja.,1,Rebekka R
Pair10,1,B,(0:00:53.3),Okay.,1,Rebekka R
Pair10,1,B,(0:01:01.5),Og nu er det bare...,2,Rebekka R
Pair10,1,A,(0:01:02.6),Kill.,2,Rebekka R
Pair10,1,B,(0:01:02.8),Ja.,2,Rebekka R
Pair10,1,A,(0:01:07.9),Den er god.,3,Rebekka R
Pair10,1,B,(0:01:08.9),Den er god.,3,Rebekka R
Pair10,1,A,(0:01:11.2),Skal vi prøve at trykke 1'eren?,3,Rebekka R
Pair10,1,B,(0:01:11.5),Ja.,3,Rebekka R
Pair10,1,B,(0:01:17.9),Og det var 4'eren.,4,Rebekka R
Pair10,1,A,(0:01:28.2),Skal vi prøve 4'eren igen?,5,Rebekka R
Pair10,1,A,(0:01:35.7),Fire.,6,Rebekka R
Pair10,1,B,(0:01:41.4),"Nu har den ikke armene oppe. Tror du så bare, den skal slås ihjel?",7,Rebekka R
Pair10,1,A,(0:01:44.6),Ja.,7,Rebekka R
Pair10,1,B,(0:01:50.4),Armene oppe og ser glad ud.,8,Rebekka R
Pair10,1,A,(0:01:50.6),Den ser god ud. Skal jeg prøve 1'eren?,8,Rebekka R
Pair10,1,B,(0:01:53.4),Ja.,8,Rebekka R
Pair10,1,A,(0:01:54.0),"Nej, det var ignore, jo.",8,Rebekka R
Pair10,1,B,(0:01:56.2),1'eren var ignore.,8,Rebekka R
Pair10,1,A,(0:01:57.0),"Ja, så er det 2 måske.",8,Rebekka R
Pair10,1,B,(0:01:58.3),Ja.,8,Rebekka R
Pair10,1,A,(0:02:05.1),Er det 4?,9,Rebekka R
Pair10,1,B,(0:02:05.3),Var det 4'eren? Ja.,9,Rebekka R
Pair10,1,A,(0:02:10.8),Tre.,10,Rebekka R
Pair10,1,A,(0:02:17.6),Armene er oppe. Skal vi prøve 2'eren?,11,Rebekka R
Pair10,1,B,(0:02:19.3),"Ja, var det ikke 2'eren? Jo.",11,Rebekka R
Pair10,1,A,(0:02:26.6),"Den har armene nede, ikke?",12,Rebekka R
Pair10,1,B,(0:02:28.2),Jamen var det ikke når den så glad ud?,12,Rebekka R
Pair10,1,A,(0:02:30.3),"Når, det kan godt være. Skal vi prøve 4'eren så?",12,Rebekka R
Pair10,1,B,(0:02:32.3),Jamen så tror jeg nemlig det var 3'eren.,12,Rebekka R
Pair10,1,A,(0:02:33.3),3'eren   når ja.,12,Rebekka R
Pair10,1,A,(0:02:41.0),Var det 2 eller 1?,13,Rebekka R
Pair10,1,B,(0:02:41.7),2 eller 1 ja.,13,Rebekka R
Pair10,1,A,(0:02:45.7),Skal vi sige 2?,13,Rebekka R
Pair10,1,A,(0:02:54.1),Og 1.,14,Rebekka R
Pair10,1,B,(0:02:54.8),Ja. Det var ignorere.,14,Rebekka R
Pair10,1,B,(0:03:00.7),"Sur og  nej, 4, undskyld!",15,Rebekka R
Pair10,1,A,(0:03:06.2),Den må være god.,16,Rebekka R
Pair10,1,B,(0:03:08.0),"Ja, var det 2'eren?",16,Rebekka R
Pair10,1,A,(0:03:08.9),Ja.,16,Rebekka R
Pair10,1,A,(0:03:12.9),Det er 1.,17,Rebekka R
Pair10,1,B,(0:03:14.2),Det er 1. Nej 1 er ignore.,17,Rebekka R
Pair10,1,A,(0:03:17.8),"Ja, er det den eller er det 3'eren?",17,Rebekka R
Pair10,1,B,(0:03:22.9),Var det ikke med pletter   så var det 3'eren?,17,Rebekka R
Pair10,1,B,(0:03:32.5),Armene oppe...,18,Rebekka R
Pair10,1,A,(0:03:35.4),Uden pletter   det var så 3? Skal jeg prøve 3'eren?,18,Rebekka R
Pair10,1,B,(0:03:40.5),Ja.,18,Rebekka R
Pair10,1,B,(0:03:48.2),"Armene oppe   det var 4'eren, ikke?",19,Rebekka R
Pair10,1,A,(0:03:49.5),Mmm.,19,Rebekka R
Pair10,1,A,(0:03:56.4),Armene oppe ,20,Rebekka R
Pair10,1,B,(0:03:56.6),Tre.,20,Rebekka R
Pair10,1,A,(0:04:01.8),2'eren.,21,Rebekka R
Pair10,1,B,(0:04:03.1),"2 igen, ja.",21,Rebekka R
Pair10,1,B,(0:04:07.2),Med pletter... Var det ikke bare kill?,22,Rebekka R
