Pair,Session,Interlocutor,Initial time,Transcription,Joint decision,Transcriber
6,1,B,(0:00:16.9),"Okay, altsaa den ser sur ud i oejnene ikke?",1,Sabine 
6,1,A,(0:00:18.8),"Ja, og saa truer den jo ogsaa. ",1,Sabine 
6,1,B,(0:00:19.9),Det er (en boelle). ,1,Sabine 
6,1,A,(0:00:21.2),Ja. ,1,Sabine 
6,1,B,(0:00:22.0),"Ja. Okay, saa er den (valuable) ogsaa? Hvordan ved man det?",1,Sabine 
6,1,A,(0:00:27.1),Det ved jeg heller ikke. Det finder vi maaske ud af.  ,1,Sabine 
6,1,B,(0:00:29.9),Maaske pletterne goer noget. ,1,Sabine 
6,1,A,(0:00:32.2),(Det kan godt vaere). ,1,Sabine 
6,1,B,(0:00:33.1),Skal vi bare tage-,1,Sabine 
6,1,A,(0:00:34.4),Det kommer maaske ogsaa an paa hvor tykke de er. Om der er noget- altsaa- ,1,Sabine 
6,1,B,(0:00:36.0),"Ja, og de har-",1,Sabine 
6,1,A,(0:00:37.3),Fordi det er jo (jellyen) man skal (samle). ,1,Sabine 
6,1,B,(0:00:38.6),"Ja, det er rigtigt. Og vi skal ()",1,Sabine 
6,1,A,(0:00:40.5),Ja. Altsaa den er ondt (). ,1,Sabine 
6,1,B,(0:00:42.9),Ja. ,1,Sabine 
6,1,B,(0:00:50.4),"Okay, det var ikke rigtigt. ",1,Sabine 
6,1,B,(0:00:53.5),Den der den ser soed ud.,2,Sabine 
6,1,A,(0:00:55.0),"Ja, den- der er et eller andet med oejnene der, de er saadan runde.",2,Sabine 
6,1,B,(0:00:56.3),"(). Ja, de er runde og glade. Selvom dens mund gaar saadan lidt nedad. Neutral eller god? Altsaa saadan-",2,Sabine 
6,1,A,(0:01:02.9),"Ja, godt spoergsmaal. ",2,Sabine 
6,1,B,(0:01:05.6),God (tror du ikke). ,2,Sabine 
6,1,A,(0:01:07.9),"Ja, men den ser da meget soed ud, goer den ikke? ",2,Sabine 
6,1,B,(0:01:09.2),"Jo, saa tager vi den. ",2,Sabine 
6,1,A,(0:01:10.1),Okay. ,2,Sabine 
6,1,B,(0:01:11.3),Nej!,2,Sabine 
6,1,A,(0:01:12.2),Nej!,2,Sabine 
6,1,B,(0:01:12.8),"Naa, you should have ignored it, naa fuck det, ej. Vi fik ogsaa minuspoint for den. ",2,Sabine 
6,1,B,(0:01:16.4),"Hvad saa med den der, saa maa den vaere (fire). Er det ikke lidt den samme som foer?",3,Sabine 
6,1,A,(0:01:20.7),Jamen udover nu er den groen ja. ,3,Sabine 
6,1,B,(0:01:22.5),"Skal vi proeve fire? Den ser ond ud, men der kunne jo godt vaere noget. Det var i hvert fald forkert foer at draebe den. ",3,Sabine 
6,1,A,(0:01:29.0),"Ja, men jeg naaede ikke at laese, om det var fordi, den bare var ligegyldig. ",3,Sabine 
6,1,B,(0:01:32.6),"Ja, at vi skulle lade den vaere. ",3,Sabine 
6,1,A,(0:01:33.7),"Okay, skal vi proeve fireren. ",3,Sabine 
6,1,B,(0:01:36.4),Ja. ,3,Sabine 
6,1,A,(0:01:36.8),"Bare for at se, hvad det er. ",3,Sabine 
6,1,B,(0:01:43.2),Den der har saa ikke pletter nede ved (). ,4,Sabine 
