Pair,Session,Interlocutor,Initial time,Transcription,Joint decision,Transcriber
Pair7,1,A,(0:00:37.1),"Jeg tænker på, er det fordi, vi skal gennemskue systemet?",1,Anne Sofie
Pair7,1,B,(0:00:39.3),"Ja det tror jeg, jeg tror der er et eller andet øhh... et eller andet (?)",1,Anne Sofie
Pair7,1,A,(0:00:42.2),(?) Koncept (?),1,Anne Sofie
Pair7,1,B,(0:00:42.7),Ja,1,Anne Sofie
Pair7,1,A,(0:00:43.0),Ja,1,Anne Sofie
Pair7,1,B,(0:00:43.7),"Men altså, den første, den ved vi selvfølgelig ikke noget om.",1,Anne Sofie
Pair7,1,A,(0:00:46.8),Okay men vi skal virkelig være gode til at lagre informationer så,1,Anne Sofie
Pair7,1,B,(0:00:48.7),Ja,1,Anne Sofie
Pair7,1,A,(0:00:50.4),Okay. Observer! store arme,1,Anne Sofie
Pair7,1,B,(0:00:52.3),Men den har i hvert fald prikker,1,Anne Sofie
Pair7,1,B,(0:00:53.9),Ja og den har store arme,1,Anne Sofie
Pair7,1,A,(0:00:54.9),"Tykke ben, den har øjne, hugtænder!",1,Anne Sofie
Pair7,1,B,(0:00:57.4),"Ja. Så tror jeg også, der er noget med den farve der (?) tror jeg",1,Anne Sofie
Pair7,1,A,(0:01:00.5),Tror du det?,1,Anne Sofie
Pair7,1,B,(0:01:00.9) ,Ja det (?),1,Anne Sofie
Pair7,1,A,(0:01:01.2) ,"Den ligner bare dem, der var præsenteret hernede, synes jeg, det ligner de alle sammen (?)",1,Anne Sofie
Pair7,1,B,(0:01:03.5),Havde de allesammen (?),1,Anne Sofie
Pair7,1,A,(0:01:04.2),Men jeg er ikke sikker,1,Anne Sofie
Pair7,1,B,(0:01:04.6),nej okay,1,Anne Sofie
Pair7,1,A,(0:01:05.6),Øhm,1,Anne Sofie
Pair7,1,B,(0:01:05.8),"Men den har store øjne også, kan man sige",1,Anne Sofie
Pair7,1,A,(0:01:08.1),Mmhh. Så vi skal vurdere om..,1,Anne Sofie
Pair7,1,B,(0:01:10.1),"Jeg tror bare, man skal tage den safe til at starte med. Det tænker jeg. Indtil man ved lidt mere om det",1,Anne Sofie
Pair7,1,A,(0:01:14.1),"Hvad tænker du, man skal gøre?",1,Anne Sofie
Pair7,1,B,(0:01:14.9),Køre den safe. Altså bare.. slå ihjel indtil man (?) så det ikke giver minuspoint fra starten af.. nu aner vi jo ikke noget om..,1,Anne Sofie
Pair7,1,A,(0:01:21.9),"Men det giver da også minuspoint at vælge, hvis det så er et forkert svar.",1,Anne Sofie
Pair7,1,B,(0:01:23.7),gjorde det?,1,Anne Sofie
Pair7,1,A,(0:01:24.0),Ja uanset hvad,1,Anne Sofie
Pair7,1,B,(0:01:24.9) ,"Nårh okay, jeg trøde kun, det var hvis øhh, hvis man fik det der givet der.",1,Anne Sofie
Pair7,1,A,(0:01:29.6),Nej jeg (?) .. Det ved jeg sgu ikke. Det kan da godt være. Vi kan også bare prøve at slå ihjel. Er det ikke 3'eren?,1,Anne Sofie
Pair7,1,B,(0:01:32.7),Jo,1,Anne Sofie
Pair7,1,B,(0:01:36.4) ,"Okay, det var ikke så godt. Så fandt vi ud af at (?)",2,Anne Sofie
Pair7,1,A,(0:01:38.5),"Okay, okay, okay (?)",2,Anne Sofie
Pair7,1,A,(0:01:40.3),(?) Øjne. Øhm..,2,Anne Sofie
Pair7,1,B,(0:01:43.2),Den har bare ingen prikker og ingen muskler,2,Anne Sofie
