Pair,Session,Interlocutor,Initial time,Transcription,Joint decision,Transcriber
Pair8,1,A,(0:00:23.7),I think that's an ,1,Rebekka R
Pair8,1,B,(0:00:26.8),"I think it is dangerous. Because there is not dot  it's spotty and I think the dots would be the valuable jelly. But there is none, so... I don't know.",1,Rebekka R
Pair8,1,A,(0:00:36.2),"Yeah, that was a good one. I was about to say neutral. 'Cause, well, there's no dots and... But we can try ",1,Rebekka R
Pair8,1,B,(0:00:52.4),You choose then.,1,Rebekka R
Pair8,1,A,(0:00:52.7),Do you think we should kill it then? Because it is dangerous?,1,Rebekka R
Pair8,1,B,(0:00:54.8),Yeah. Let's see.,1,Rebekka R
Pair8,1,A,(0:01:03.0),Um... I think that's neutral.,2,Rebekka R
Pair8,1,B,(0:01:07.8),Okay. Just press that one.,2,Rebekka R
Pair8,1,A,(0:01:10.7),"No, maybe the green is ",2,Rebekka R
Pair8,1,B,(0:01:11.9),"  green means something good, right? Like healthy things, I don't know...",2,Rebekka R
Pair8,1,A,(0:01:15.1),"Yeah   okay. We can do that. Okay, that's 2 then, right?",2,Rebekka R
Pair8,1,B,(0:01:20.5),Yeah.,2,Rebekka R
Pair8,1,A,(0:01:27.1),"I think that's a neutral one, 'cause the arms are like that.",3,Rebekka R
Pair8,1,B,(0:01:29.0),"Yeah, yeah. And I think it's a weak monster.",3,Rebekka R
Pair8,1,A,(0:01:38.7),So maybe that's ,4,Rebekka R
Pair8,1,B,(0:01:41.2),"Yeah, I think the dots will be the valuable, um, and we have to kill it ",4,Rebekka R
Pair8,1,A,(0:01:48.1),"So it's 4, right?",4,Rebekka R
Pair8,1,B,(0:01:48.9),Yeah.,4,Rebekka R
Pair8,1,A,(0:01:53.6),"Oh that looks dangerous. Or what do you think? But valuable maybe, too...",5,Rebekka R
Pair8,1,B,(0:02:01.0),Yeah. Perhaps 4.,5,Rebekka R
Pair8,1,A,(0:02:15.1),"Yeah I would say neutral, or that one.",6,Rebekka R
Pair8,1,B,(0:02:19.4),The 2.,6,Rebekka R
Pair8,1,A,(0:02:22.9),Two?,6,Rebekka R
Pair8,1,B,(0:02:23.2),Yeah.,6,Rebekka R
Pair8,1,A,(0:02:30.6),That's neutral.,7,Rebekka R
Pair8,1,B,(0:02:31.8),"Yeah, that's neutral. I think.",7,Rebekka R
Pair8,1,A,(0:02:39.1),That looks scary. Well...,8,Rebekka R
Pair8,1,B,(0:02:45.2),Or we choose 4.,8,Rebekka R
Pair8,1,A,(0:02:48.1),"4? We could try 4, because it would be dangerous or we could gain something   but I don't know what you could gain.",8,Rebekka R
Pair8,1,A,(0:03:02.9),"Uh... That's a dangerous one. No, because the arms are like down.",9,Rebekka R
Pair8,1,B,(0:03:06.2),"Yeah, really weak. And...",9,Rebekka R
Pair8,1,A,(0:03:09.1),Maybe that's a 4. Maybe we should kill it but not ,9,Rebekka R
Pair8,1,B,(0:03:11.5),"I don't know. It's an idea. It's weak, but I think...",9,Rebekka R
Pair8,1,A,(0:03:20.3),"Oh yeah, it's weak, so that means that we can't gain anything from it?",9,Rebekka R
Pair8,1,B,(0:03:24.5),Yeah.,9,Rebekka R
Pair8,1,A,(0:03:27.1),So just kill it or ignore it.,9,Rebekka R
Pair8,1,B,(0:03:31.1),"Uh, how about if we ignore it.",9,Rebekka R
Pair8,1,A,(0:03:41.1),"Okay, I think that's this one.",10,Rebekka R
Pair8,1,B,(0:03:41.3),Yeah yeah.,10,Rebekka R
Pair8,1,A,(0:03:42.6),"Or no, no, maybe it's a good one, and you can gain something good from it.",10,Rebekka R
Pair8,1,B,(0:03:45.9),Of course. Yeah.,10,Rebekka R
Pair8,1,B,(0:03:56.4),It's weak...,11,Rebekka R
Pair8,1,A,(0:03:57.8),Green   maybe ignore it?,11,Rebekka R
Pair8,1,B,(0:04:00.1),"Yeah, perhaps just press 1 then.",11,Rebekka R
Pair8,1,B,(0:04:10.4),How about if we take   press 2. Because it is a green and weak monster.,12,Rebekka R
Pair8,1,A,(0:04:17.0),Do you think we could gain anything from it?,12,Rebekka R
Pair8,1,B,(0:04:19.1),I think so. I don't know   it's green or so.,12,Rebekka R
Pair8,1,A,(0:04:32.1),Maybe you can gain strength from this one?,13,Rebekka R
Pair8,1,B,(0:04:34.2),Yeah. I think so.,13,Rebekka R
Pair8,1,A,(0:04:43.8),Ignore?,14,Rebekka R
Pair8,1,B,(0:04:44.5),"Yeah, just ignore. I think, like a friendly...",14,Rebekka R
Pair8,1,A,(0:04:52.7),I would ignore that one as well ,15,Rebekka R
Pair8,1,B,(0:04:54.3),Yeah  it's like friendly.,15,Rebekka R
Pair8,1,B,(0:05:01.6),"Um, strong.",16,Rebekka R
Pair8,1,A,(0:05:04.2),Maybe that's the valuable thing.,16,Rebekka R
Pair8,1,B,(0:05:05.7),"Yeah, valuable thing.",16,Rebekka R
Pair8,1,A,(0:05:13.1),"That's the same, isn't it?",17,Rebekka R
Pair8,1,B,(0:05:15.1),I think so.,17,Rebekka R
Pair8,1,B,(0:05:20.7),"And this is too weak. And, or... How about if we just...",18,Rebekka R
Pair8,1,A,(0:05:29.8),Kill it?,18,Rebekka R
Pair8,1,B,(0:05:30.2),Kill...,18,Rebekka R
Pair8,1,A,(0:05:39.2),Two.,19,Rebekka R
Pair8,1,B,(0:05:40.1),"The 2, yeah.",19,Rebekka R
Pair8,1,A,(0:05:47.6),Is that the same as 2?,20,Rebekka R
Pair8,1,B,(0:05:49.7),I think  yeah.,20,Rebekka R
Pair8,1,B,(0:05:57.6),I think this one  but with the ,21,Rebekka R
