Pair,Session,Interlocutor,Initial time,Transcription,Joint decision,Transcriber
Pair3,1,A,(0:00:40:4),"øh... det ved jeg sgu ikk, (???) nærmest der",1,Benja
Pair3,1,B,(0:00:47:2),Jeg ved ikke helt hvordan vi skal vurdere om den har været eller ikke har været,1,Benja
Pair3,1,A,(0:00:48:9),nej,1,Benja
Pair3,1,B,(0:00:52:5),(???) to?,1,Benja
Pair3,1,A,(0:00:53:7),ja det ja  lad os prøve det,1,Benja
Pair3,1,A,(0:00:57:8),nå fedt mand hvad sker der! det starter godt det her,1,Benja
Pair3,1,A,(0:01:01:4),øhm...,2,Benja
Pair3,1,B,(0:01:07:0),ja ,2,Benja
Pair3,1,A,(0:01:07:8),skal vi smide en treer eller noget,2,Benja
Pair3,1,B,(0:01:08:8),ja skal vi prøve det?,2,Benja
Pair3,1,A,(0:01:09:6),ja,2,Benja
Pair3,1,A,(0:01:12:3),årh... altså  ,2,Benja
Pair3,1,B,(0:01:14:5),det kører,2,Benja
Pair3,1,A,(0:01:15:0),ja,2,Benja
Pair3,1,A,(0:01:18:6),ser den ikke sådan lidt flad ud som om den er klar til at give os nogle point,2,Benja
Pair3,1,B,(0:01:20:2),jo   jo lige præcis,2,Benja
Pair3,1,A,(0:01:24:2),jo da,2,Benja
Pair3,1,B,(0:01:29:4),hm... ja det ved jeg ikke,3,Benja
Pair3,1,A,(0:01:32:8),nej,3,Benja
Pair3,1,B,(0:01:36:9),skal vi prøve ignore?,3,Benja
Pair3,1,A,(0:01:38:1),ja   hvad sker der så hvis øh vi gør det?,3,Benja
Pair3,1,A,(0:01:45:4),"nå, okay",3,Benja
Pair3,1,A,(0:01:46:8),øhm... er det den samme eller hvad?,4,Benja
Pair3,1,B,(0:01:49:2),"jo jeg tror den anden havde pletter, men ellers tror jeg det er den samme",4,Benja
Pair3,1,A,(0:01:50:6),"ja, nå ja. Hm...",4,Benja
Pair3,1,B,(0:01:54:5),ja vi skal vel også bare ignore den (???),4,Benja
Pair3,1,A,(0:01:55:8),ja skal vi ikke prøve det?,4,Benja
Pair3,1,B,(0:01:56:8),jo,4,Benja
Pair3,1,A,(0:01:59:1),fint,4,Benja
Pair3,1,A,(0:02:02:4),"ja nu har den lidt flere pletter, øhm... vi skal endnu ikke spille en firer vil jeg sige men  men jeg ved ikke om øh... det kan godt være den ikke ser så...",5,Benja
Pair3,1,B,(0:02:15:9),den ser i hvert fald ikke sådan specielt farlig ud,5,Benja
Pair3,1,A,(0:02:17:6),nej,5,Benja
Pair3,1,B,(0:02:18:8),vi prøver at spille (tab) så bare,5,Benja
Pair3,1,A,(0:02:20:0),"ja, kør",5,Benja
Pair3,1,B,(0:02:22:8),"nå, okay",5,Benja
Pair3,1,A,(0:02:23:7),nå den var også friendly simpelthen,5,Benja
Pair3,1,A,(0:02:26:7),den ser til gengæld sådan lidt øh...,6,Benja
